run,final_capital,total_return_pct,max_drawdown_pct,max_consec_losses
177,28452.29,184.52,-6.61,6
178,18688.81,86.89,-9.21,6
179,25148.09,151.48,-8.37,7
180,20489.74,104.9,-11.27,6
181,28039.1,180.39,-6.44,5
182,24589.01,145.89,-8.57,10
183,17317.29,73.17,-14.79,6
184,19293.02,92.93,-8.88,7
185,22269.89,122.7,-9.25,7
186,29804.89,198.05,-7.34,6
187,17354.9,73.55,-14.38,8
188,21176.11,111.76,-9.06,8
189,21405.24,114.05,-8.94,9
190,21308.79,113.09,-6.79,7
191,21438.97,114.39,-11.47,7
192,25509.96,155.1,-6.39,6
193,21703.47,117.03,-7.35,6
194,20913.12,109.13,-10.71,6
195,31189.46,211.89,-9.07,5
196,21961.67,119.62,-6.92,6
197,23579.37,135.79,-6.8,7
198,28882.22,188.82,-6.79,7
199,31109.57,211.1,-6.79,7
200,21214.95,112.15,-8.58,6
201,27594.95,175.95,-7.17,5
202,18917.6,89.18,-14.32,6
203,19609.98,96.1,-10.32,8
204,18130.12,81.3,-8.51,6
205,24156.2,141.56,-13.13,9
206,20564.73,105.65,-7.82,5
207,24508.14,145.08,-10.19,6
208,21080.66,110.81,-15.43,12
209,29773.8,197.74,-8.72,6
210,17414.63,74.15,-15.11,9
211,23579.82,135.8,-12.49,9
212,21007.07,110.07,-6.9,7
213,21491.12,114.91,-8.95,7
214,18469.44,84.69,-7.61,6
215,22229.15,122.29,-7.92,6
216,24178.44,141.78,-8.79,8
217,18171.49,81.71,-13.65,7
218,25926.47,159.26,-6.91,5
219,19819.71,98.2,-11.91,6
220,24584.97,145.85,-7.97,6
221,28787.06,187.87,-8.44,8
222,20894.34,108.94,-9.98,6
223,25181.8,151.82,-7.26,6
224,24503.97,145.04,-8.73,8
225,19234.03,92.34,-14.4,14
226,16271.73,62.72,-9.54,8
